tweet_id,label
867,1
868,0
869,1
870,1
871,1
872,0
873,1
874,0
875,0
876,0
877,1
878,0
879,0
880,0
881,0
882,0
883,0
884,0
885,1
886,1
887,1
888,0
889,1
890,0
891,0
892,0
893,1
894,1
895,0
896,0
897,1
898,0
899,1
900,1
901,1
902,1
903,1
904,0
905,1
906,0
907,1
908,0
909,0
910,1
911,0
912,1
913,1
914,0
915,0
916,1
917,1
918,1
919,1
920,0
921,1
922,0
923,0
924,1
925,0
926,0
927,0
928,0
929,0
930,0
931,0
932,0
933,0
934,1
935,0
936,1
937,1
938,1
939,1
940,0
941,0
942,0
943,0
944,1
945,0
946,0
947,1
948,0
949,0
950,1
951,0
952,1
953,1
954,0
955,0
956,0
957,1
958,1
959,0
960,0
961,0
962,0
963,1
964,1
965,0
966,1
967,0
968,1
969,1
970,0
971,0
972,1
973,0
974,0
975,1
976,0
977,0
978,1
979,0
980,1
981,1
982,1
983,1
984,0
985,1
986,1
987,0
988,1
989,0
990,1
991,1
992,0
993,0
994,0
995,1
996,1
997,0
998,0
999,1
1000,0
1001,1
1002,0
1003,1
1004,0
1005,0
1006,1
1007,0
1008,1
1009,1
1010,0
1011,0
1012,0
1013,1
1014,1
1015,0
1016,1
1017,1
1018,0
1019,1
1020,1
1021,1
1022,0
1023,0
1024,0
1025,1
1026,0
1027,1
1028,1
1029,1
1030,1
1031,1
1032,0
1033,0
1034,1
1035,1
1036,1
1037,0
1038,0
1039,0
1040,1
1041,1
1042,1
1043,1
1044,1
1045,0
1046,0
1047,1
1048,1
1049,0
1050,0
1051,1
1052,0
1053,0
1054,1
1055,1
1056,0
1057,1
1058,1
1059,1
1060,0
1061,1
1062,0
1063,1
1064,0
1065,1
1066,1
1067,0
1068,0
1069,1
1070,1
1071,1
1072,1
1073,1
1074,0
1075,1
1076,0
1077,1
1078,0
1079,0
1080,1
1081,1
1082,1
1083,1
1084,0
1085,0
1086,0
1087,0
1088,0
1089,1
1090,1
1091,1
1092,1
1093,0
1094,0
1095,0
1096,0
1097,0
1098,0
1099,0
1100,1
1101,1
1102,1
1103,0
1104,1
1105,0
1106,1
1107,1
1108,1
1109,0
1110,1
1111,1
1112,0
1113,0
1114,0
1115,0
1116,1
1117,1
1118,0
1119,0
1120,1
1121,1
1122,1
1123,0
1124,0
1125,0
1126,1
1127,1
1128,0
1129,1
1130,1
1131,0
1132,0
1133,1
1134,1
1135,1
1136,1
1137,1
1138,0
1139,0
1140,0
1141,1
1142,1
1143,1
1144,0
1145,1
1146,0
1147,0
1148,1
1149,1
1150,1
1151,0
1152,0
1153,1
1154,0
1155,0
1156,0
1157,0
1158,1
1159,0
1160,0
1161,1
1162,0
1163,1
1164,1
1165,1
1166,0
1167,0
1168,1
1169,1
1170,1
1171,1
1172,1
1173,1
1174,1
1175,1
1176,0
1177,1
1178,0
1179,1
1180,0
1181,0
1182,0
1183,1
1184,1
1185,0
1186,1
1187,0
1188,1
1189,1
1190,0
1191,1
1192,1
1193,0
1194,0
1195,0
1196,0
1197,1
1198,1
1199,0
1200,1
1201,1
1202,1
1203,1
1204,1
1205,0
1206,1
1207,1
1208,1
1209,0
1210,1
1211,0
1212,0
1213,1
1214,1
1215,1
1216,0
1217,0
1218,0
1219,0
1220,1
1221,1
1222,0
1223,0
1224,1
1225,0
1226,0
1227,1
1228,0
1229,0
1230,1
1231,1
1232,1
1233,0
1234,1
1235,0
1236,1
1237,1
1238,1
1239,1
1240,0
1241,0
1242,0
1243,0
1244,0
1245,1
1246,1
1247,0
1248,0
1249,1
1250,1
1251,0
1252,1
1253,0
1254,0
1255,1
1256,0
1257,0
1258,1
1259,1
1260,0
1261,1
1262,0
1263,1
1264,1
1265,1
1266,0
1267,1
1268,1
1269,1
1270,1
1271,1
1272,0
1273,1
1274,0
1275,1
1276,1
1277,1
1278,0
1279,0
1280,0
1281,1
1282,0
1283,0
1284,1
1285,0
1286,0
1287,0
1288,0
1289,0
1290,0
1291,1
1292,0
1293,0
1294,1
1295,1
1296,1
1297,1
1298,0
1299,1
1300,0
1301,1
1302,1
1303,0
1304,0
1305,0
1306,1
1307,0
1308,1
1309,0
1310,0
1311,0
1312,1
1313,0
1314,0
1315,0
1316,1
1317,0
1318,1
1319,1
1320,0
1321,0
1322,1
1323,0
1324,0
1325,0
1326,1
1327,0
1328,1
1329,1
1330,0
1331,0
1332,0
1333,0
1334,1
1335,0
1336,1
1337,0
1338,1
1339,1
1340,0
1341,0
1342,0
1343,1
1344,1
1345,1
1346,1
1347,1
1348,0
1349,1
1350,0
1351,0
1352,1
1353,0
1354,0
1355,0
1356,0
1357,1
1358,0
1359,1
1360,1
1361,1
1362,0
1363,0
1364,1
1365,0
1366,0
1367,0
1368,1
1369,1
1370,0
1371,0
1372,1
1373,0
1374,1
1375,1
1376,1
1377,1
1378,1
1379,1
1380,0
1381,1
1382,0
1383,0
1384,0
1385,0
1386,0
1387,0
1388,1
1389,0
1390,0
1391,0
1392,0
1393,0
1394,0
1395,1
1396,1
1397,1
1398,0
1399,0
1400,0
1401,1
1402,0
1403,0
1404,1
1405,0
1406,0
1407,0
1408,0
1409,0
1410,0
1411,1
1412,0
1413,1
1414,0
1415,1
1416,1
1417,1
1418,1
1419,0
1420,0
1421,1
1422,1
1423,1
1424,1
1425,1
1426,1
1427,1
1428,1
1429,1
1430,1
1431,1
1432,1
1433,1
1434,1
1435,1
1436,1
1437,1
1438,0
1439,0
1440,1
1441,1
1442,0
1443,1
1444,1
1445,0
1446,1
1447,0
1448,1
1449,1
1450,1
1451,0
1452,0
1453,0
1454,0
1455,0
1456,1
1457,1
1458,0
1459,1
1460,0
1461,1
1462,1
1463,1
1464,0
1465,0
1466,0
1467,0
1468,1
1469,0
1470,1
1471,1
1472,0
1473,0
1474,0
1475,0
1476,0
1477,0
1478,0
1479,1
1480,1
1481,1
1482,1
1483,0
1484,1
1485,0
1486,1
1487,1
1488,1
1489,1
1490,1
1491,1
1492,1
1493,0
1494,0
1495,1
1496,0
1497,0
1498,1
1499,0
1500,1
1501,1
1502,0
1503,0
1504,0
1505,0
1506,1
1507,1
1508,0
1509,0
1510,1
1511,1
1512,0
1513,0
1514,0
1515,1
1516,1
1517,1
1518,1
1519,1
1520,1
1521,0
1522,1
1523,0
1524,1
1525,1
1526,0
1527,1
1528,1
1529,0
1530,1
1531,0
1532,0
1533,1
1534,1
1535,0
1536,0
1537,1
1538,0
1539,1
1540,1
1541,1
1542,1
1543,1
1544,1
1545,1
1546,0
1547,1
1548,1
1549,0
1550,1
1551,0
1552,0
1553,0
1554,0
1555,1
1556,1
1557,1
1558,1
1559,0
1560,1
1561,0
1562,0
1563,1
1564,0
1565,1
1566,1
1567,1
1568,0
1569,1
1570,1
1571,0
1572,0
1573,1
1574,1
1575,0
1576,0
1577,0
1578,0
1579,1
1580,1
1581,0
1582,1
1583,1
1584,1
1585,1
1586,1
1587,1
1588,0
1589,0
1590,1
1591,1
1592,1
1593,0
1594,1
1595,0
1596,1
1597,0
1598,1
1599,0
1600,1
1601,1
1602,0
1603,1
1604,0
1605,0
1606,0
1607,1
1608,1
1609,0
1610,1
1611,1
1612,0
1613,0
1614,0
1615,1
1616,1
1617,0
1618,1
1619,0
1620,0
1621,1
1622,0
1623,1
1624,0
1625,0
1626,0
1627,1
1628,0
1629,0
1630,1
1631,1
1632,0
1633,1
1634,0
1635,0
1636,1
1637,1
1638,1
1639,1
1640,0
1641,0
1642,0
1643,1
1644,0
1645,1
1646,1
1647,0
1648,1
1649,0
1650,1
1651,1
1652,1
1653,0
